Timestamp,Roll,Pitch,Yaw,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Throttle
17:41:08.907,16.18,19.41,-100.11,0.06,0.37,-0.67,-0.35,0.29,0.91,1000
17:41:08.916,16.2,19.5,-100.11,-0.61,-0.67,-0.73,-0.34,0.28,0.93,1000
17:41:08.926,16.19,19.54,-100.12,-0.37,-0.43,-0.67,-0.35,0.28,0.92,1000
17:41:08.937,16.15,19.49,-100.12,-0.24,-0.49,-0.55,-0.34,0.29,0.95,1000
17:41:08.948,16.13,19.49,-100.13,-0.24,-0.43,-0.55,-0.34,0.28,0.92,1000
17:41:08.969,16.13,19.48,-100.13,-0.06,0.0,-0.61,-0.34,0.29,0.92,1000
17:41:08.975,16.18,19.54,-100.14,-0.73,-0.91,-0.55,-0.35,0.29,0.92,1000
17:41:08.981,16.18,19.51,-100.14,-0.49,-0.49,-0.49,-0.34,0.29,0.93,1000
17:41:08.992,16.15,19.45,-100.15,-0.24,0.12,-0.43,-0.34,0.29,0.94,1000
17:41:09.003,16.16,19.47,-100.16,-0.18,0.06,-0.61,-0.34,0.29,0.92,1000
17:41:09.017,16.19,19.52,-100.16,-0.43,-0.43,-0.49,-0.34,0.29,0.92,1000
17:41:09.028,16.19,19.52,-100.17,-0.43,-0.67,-0.55,-0.34,0.29,0.93,1000
17:41:09.036,16.19,19.49,-100.17,-0.24,-0.3,-0.3,-0.34,0.29,0.93,1000
17:41:09.050,16.17,19.47,-100.18,-0.24,-0.18,-0.55,-0.34,0.29,0.93,1000
17:41:09.058,16.15,19.48,-100.18,-0.18,-0.18,-0.49,-0.34,0.29,0.92,1000
17:41:09.078,16.16,19.51,-100.19,-0.49,-0.61,-0.37,-0.34,0.29,0.92,1000
17:41:09.082,16.15,19.48,-100.19,-0.43,-0.61,-0.43,-0.34,0.29,0.93,1000
17:41:09.092,16.16,19.43,-100.2,-0.24,-0.43,-0.43,-0.34,0.29,0.93,1000
17:41:09.102,16.17,19.41,-100.2,-0.12,-0.06,-0.55,-0.34,0.29,0.93,1000
17:41:09.116,16.21,19.44,-100.21,-0.49,-0.37,-0.55,-0.35,0.29,0.92,1000
17:41:09.124,16.24,19.46,-100.21,-0.43,-0.3,-0.37,-0.34,0.29,0.92,1000
17:41:09.135,16.22,19.47,-100.22,-0.3,-0.18,-0.55,-0.34,0.29,0.93,1000
