Timestamp,Roll,Pitch,Yaw,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Throttle
16:51:03.827,-7.01,3.6,-86.18,2.62,2.62,-0.73,-0.08,-0.14,1.02,1000
16:51:05.841,-3.4,-0.07,-76.6,-3.78,-15.06,-17.8,0.01,-0.06,1.02,1000
16:51:06.884,-8.86,5.56,-83.68,6.04,19.02,-13.96,-0.12,-0.13,1.01,1000
16:51:06.901,-8.74,5.76,-83.81,6.95,16.77,-9.94,-0.1,-0.03,1.03,1000
16:51:06.901,-8.39,5.95,-83.89,6.16,13.54,-5.18,-0.15,-0.07,1.01,1000
16:51:09.891,-4.54,9.67,-74.98,17.93,4.76,-1.59,-0.24,-0.06,1.1,1000
16:51:09.892,-4.32,9.84,-75.0,13.72,1.46,-2.8,-0.26,-0.07,1.08,1000
16:51:09.892,-4.16,10.04,-75.03,8.72,-2.74,-3.41,-0.24,-0.08,1.08,1000
16:51:09.899,-4.07,10.16,-75.07,4.27,-6.16,-4.21,-0.24,-0.07,1.1,1000
16:51:10.934,-2.89,7.9,-77.18,-5.06,-3.05,0.79,-0.13,-0.05,0.99,1000
16:51:11.945,-2.84,7.25,-82.68,0.43,7.62,-10.98,-0.12,-0.02,0.98,1000
16:51:11.960,-2.7,7.34,-82.79,0.3,11.22,-9.39,-0.11,-0.02,0.99,1000
16:51:11.967,-2.59,7.45,-82.88,0.06,13.54,-7.13,-0.12,-0.04,0.99,1000
16:51:11.980,-2.55,7.58,-82.95,0.3,18.05,-3.72,-0.12,-0.06,1.0,1000
16:51:11.989,-2.58,7.74,-82.97,0.55,18.54,0.55,-0.13,-0.11,1.02,1000
16:51:12.003,-2.71,7.89,-82.94,1.52,17.38,4.21,-0.14,-0.1,1.04,1000
16:51:12.011,-2.83,8.06,-82.89,3.29,15.24,5.91,-0.18,-0.08,1.06,1000
16:51:12.022,-2.9,8.27,-82.82,5.49,11.52,5.61,-0.19,-0.09,1.05,1000
16:51:12.033,-2.96,8.48,-82.77,7.5,6.71,3.84,-0.18,-0.09,1.07,1000
16:51:12.044,-2.97,8.62,-82.74,9.39,2.38,1.22,-0.19,-0.06,1.05,1000
16:51:12.055,-2.9,8.72,-82.74,10.3,-1.04,-2.5,-0.17,-0.04,1.04,1000
16:51:12.066,-2.78,8.74,-82.79,10.37,-3.54,-7.07,-0.14,-0.02,1.02,1000
16:51:12.078,-2.61,8.69,-82.89,9.27,-4.27,-10.67,-0.1,-0.02,1.0,1000
16:51:12.088,-2.44,8.53,-83.02,6.16,-3.23,-12.74,-0.07,-0.02,0.99,1000
16:51:12.103,-2.3,8.27,-83.16,1.95,-0.73,-12.26,-0.03,-0.03,0.99,1000
16:51:12.110,-2.25,7.97,-83.28,-2.32,2.99,-10.55,-0.02,-0.04,0.99,1000
16:51:12.121,-2.27,7.67,-83.38,-6.59,7.74,-7.01,-0.02,-0.05,1.01,1000
16:51:12.132,-2.38,7.35,-83.44,-9.82,12.13,-3.05,-0.02,-0.08,1.02,1000
16:51:12.143,-2.61,7.06,-83.45,-11.77,15.91,2.5,-0.06,-0.1,1.02,1000
16:51:12.154,-2.9,6.89,-83.4,-11.65,16.28,7.32,-0.07,-0.14,1.04,1000
16:51:12.166,-3.33,6.76,-83.29,-9.76,14.09,11.89,-0.1,-0.14,1.03,1000
16:51:12.176,-3.61,6.75,-83.16,-6.46,10.73,14.51,-0.13,-0.14,1.05,1000
16:51:12.187,-3.92,6.76,-82.98,-1.83,5.79,14.94,-0.14,-0.12,1.04,1000
16:51:12.205,-4.15,6.78,-82.82,1.83,0.67,13.05,-0.14,-0.11,1.04,1000
16:51:12.217,-4.28,6.78,-82.7,5.0,-4.02,11.04,-0.13,-0.11,1.02,1000
16:51:12.225,-4.35,6.73,-82.59,7.62,-9.27,7.38,-0.15,-0.1,1.02,1000
16:51:12.231,-4.39,6.7,-82.53,8.41,-12.62,4.02,-0.16,-0.09,1.01,1000
16:51:12.242,-4.36,6.64,-82.5,8.66,-14.63,0.3,-0.16,-0.08,1.01,1000
16:51:12.253,-4.31,6.58,-82.52,8.29,-15.37,-3.41,-0.15,-0.07,1.01,1000
