Timestamp,Roll,Pitch,Yaw,Throttle
21:40:54.222,-12.14,5.29,-133.73,1100
21:40:54.222,-12.14,5.3,-133.76,1100
21:40:54.360,-12.14,5.29,-133.78,1100
21:40:54.360,-12.14,5.3,-133.81,1100
21:40:54.364,-12.14,5.29,-133.83,1100
21:40:54.495,-12.13,5.29,-133.85,1100
21:40:54.495,-12.14,5.3,-133.87,1100
21:40:54.614,-12.14,5.29,-133.9,1100
21:40:54.614,-12.14,5.29,-133.92,1100
21:40:54.620,-12.14,5.29,-133.95,1100
21:40:54.731,-12.14,5.29,-133.97,1100
21:40:54.731,-12.14,5.29,-133.99,1100
21:40:54.853,-12.14,5.29,-134.02,1100
21:40:54.853,-12.14,5.29,-134.04,1100
21:40:54.969,-12.14,5.29,-134.07,1100
21:40:54.969,-12.14,5.3,-134.09,1100
21:40:54.977,-12.14,5.3,-134.11,1100
21:40:55.130,-12.14,5.29,-134.14,1100
21:40:55.130,-12.14,5.29,-134.16,1100
21:40:55.130,-12.14,5.29,-134.19,1100
21:40:55.246,-12.14,5.29,-134.21,1100
21:40:55.246,-12.14,5.29,-134.23,1100
21:40:55.361,-12.14,5.29,-134.25,1100
21:40:55.361,-12.14,5.29,-134.28,1100
21:40:55.463,-12.14,5.29,-134.3,1100
21:40:55.464,-12.14,5.29,-134.33,1100
21:40:55.583,-12.14,5.3,-134.36,1100
21:40:55.583,-12.13,5.29,-134.38,1100
21:40:55.588,-12.13,5.29,-134.4,1100
21:40:55.713,-12.13,5.29,-134.43,1100
21:40:55.713,-12.13,5.29,-134.46,1100
21:40:55.832,-12.13,5.29,-134.48,1100
21:40:55.832,-12.13,5.29,-134.5,1100
21:40:55.843,-12.13,5.29,-134.52,1100
21:40:55.970,-12.13,5.29,-134.55,1100
21:40:55.970,-12.13,5.29,-134.57,1100
21:40:56.094,-12.13,5.29,-134.6,1100
21:40:56.094,-12.13,5.29,-134.62,1100
21:40:56.100,-12.13,5.29,-134.65,1100
