Timestamp,Roll,Pitch,Yaw,Throttle
21:44:55.898,-7.16,3.86,-30.53,1000
21:44:56.041,-7.14,3.8,-30.61,1000
21:44:56.041,-7.02,3.82,-30.72,1000
21:44:56.051,-6.87,3.98,-30.76,1000
21:44:56.144,-6.7,4.05,-30.81,1000
21:44:56.153,-6.68,4.11,-30.78,1000
21:44:56.234,-6.69,4.21,-30.73,1000
21:44:56.313,-6.68,4.22,-30.75,1000
21:44:56.313,-6.69,4.33,-30.81,1000
21:44:56.391,-6.61,4.32,-30.87,1000
21:44:56.411,-6.53,4.37,-30.93,1000
21:44:56.493,-6.59,4.31,-30.86,1000
21:44:56.510,-6.6,4.22,-30.91,1000
21:44:56.594,-6.76,4.37,-31.06,1000
21:44:56.613,-6.92,4.31,-31.25,1000
21:44:56.696,-7.14,4.05,-31.42,1000
21:44:56.714,-7.28,3.99,-31.41,1000
21:44:56.794,-7.2,4.08,-31.35,1000
21:44:56.873,-6.88,3.93,-31.49,1000
21:44:56.873,-6.93,3.79,-31.72,1000
21:44:56.956,-7.19,3.58,-31.7,1000
21:44:56.971,-7.27,3.23,-31.78,1000
21:44:57.052,-7.54,3.05,-31.94,1000
21:44:57.132,-7.9,2.9,-31.89,1000
21:44:57.132,-7.9,2.78,-31.62,1000
21:44:57.211,-7.8,2.84,-31.25,1000
21:44:57.224,-7.53,3.23,-30.85,1000
21:44:57.305,-7.1,3.48,-30.58,1000
21:44:57.383,-6.17,3.16,-30.87,1000
21:44:57.383,-5.49,2.81,-31.51,1000
21:44:57.465,-5.61,2.49,-32.18,1000
21:44:57.479,-6.26,2.54,-32.55,1000
21:44:57.558,-6.44,2.42,-32.81,1000
21:44:57.638,-6.22,2.37,-33.16,1000
21:44:57.638,-6.19,2.72,-33.24,1000
21:44:57.718,-6.29,2.68,-33.26,1000
21:44:57.734,-6.24,2.49,-33.54,1000
21:44:57.821,-6.36,2.8,-33.42,1000
21:44:57.836,-6.35,2.99,-33.22,1000
21:44:57.922,-6.23,2.89,-33.22,1000
21:44:57.939,-6.09,2.88,-33.3,1000
21:44:58.020,-5.8,2.9,-33.26,1000
21:44:58.040,-5.22,2.89,-33.39,1000
21:44:58.126,-4.81,2.95,-33.6,1000
21:44:58.144,-4.73,3.26,-33.99,1000
21:44:58.227,-5.03,3.54,-34.26,1000
21:44:58.244,-5.34,3.89,-34.35,1000
21:44:58.327,-5.39,4.08,-34.34,1000
21:44:58.406,-5.53,4.17,-34.41,1000
21:44:58.406,-5.68,4.16,-34.45,1000
21:44:58.484,-5.66,4.1,-34.57,1000
21:44:58.499,-5.66,3.7,-34.56,1000
21:44:58.577,-5.77,3.26,-34.65,1000
21:44:58.657,-5.94,3.26,-34.63,1000
21:44:58.657,-5.72,3.32,-34.67,1000
21:44:58.735,-5.5,3.18,-34.5,1000
21:44:58.754,-5.56,3.27,-34.2,1000
21:44:58.833,-5.52,3.5,-34.02,1000
21:44:58.914,-5.26,3.4,-34.05,1000
21:44:58.914,-5.08,3.34,-34.23,1000
21:44:58.993,-5.14,3.35,-34.29,1000
21:44:59.012,-5.14,3.33,-34.08,1000
21:44:59.092,-5.06,3.34,-33.91,1000
21:44:59.172,-4.98,3.38,-33.99,1000
21:44:59.172,-4.99,3.58,-34.07,1000
21:44:59.252,-4.87,3.39,-34.16,1000
21:44:59.268,-4.77,3.02,-34.28,1000
21:44:59.349,-4.88,3.07,-34.02,1000
21:44:59.366,-5.0,3.14,-33.29,1000
21:44:59.447,-4.9,3.04,-32.74,1000
21:44:59.531,-5.06,3.08,-32.23,1000
21:44:59.531,-4.84,3.56,-31.52,1000
21:44:59.609,-4.37,3.73,-30.69,1000
21:44:59.622,-4.18,3.35,-30.41,1000
21:44:59.701,-4.38,3.14,-30.32,1000
21:44:59.782,-4.54,3.12,-30.57,1000
21:44:59.782,-5.22,3.29,-30.23,1000
21:44:59.861,-5.69,3.33,-30.65,1000
21:44:59.878,-5.95,3.87,-31.98,1000
21:44:59.962,-6.17,4.69,-33.43,1000
21:44:59.981,-6.13,5.16,-34.04,1000
21:45:00.061,-5.95,5.25,-34.58,1000
21:45:00.080,-6.05,5.38,-35.43,1000
21:45:00.243,-6.56,5.9,-35.73,1000
21:45:00.243,-6.6,6.07,-35.57,1000
21:45:00.243,-6.27,5.59,-35.68,1000
21:45:00.332,-6.27,4.98,-36.22,1000
21:45:00.338,-6.61,4.59,-36.52,1000
21:45:00.497,-6.78,4.19,-36.45,1000
21:45:00.497,-6.91,4.2,-36.33,1000
21:45:00.577,-7.06,4.32,-36.17,1000
21:45:00.577,-6.91,3.86,-36.24,1000
21:45:00.667,-6.86,3.54,-36.76,1000
21:45:00.667,-7.56,3.7,-36.81,1000
21:45:00.746,-7.66,3.93,-36.51,1000
21:45:00.746,-7.18,4.07,-36.45,1000
21:45:00.826,-7.09,4.07,-36.89,1000
21:45:00.845,-7.24,4.29,-37.11,1000
21:45:01.009,-7.2,4.26,-36.91,1000
21:45:01.009,-7.27,4.18,-36.71,1000
21:45:01.009,-7.35,4.4,-36.7,1000
21:45:01.089,-7.08,4.56,-36.91,1000
21:45:01.247,-7.04,4.57,-36.92,1000
21:45:01.247,-7.13,4.35,-36.86,1000
21:45:01.247,-7.11,4.21,-37.16,1000
21:45:01.253,-7.1,4.36,-37.15,1000
21:45:01.419,-6.7,4.23,-37.14,1000
21:45:01.419,-6.53,4.1,-37.13,1000
21:45:01.419,-6.45,4.09,-37.37,1000
21:45:01.498,-6.3,3.94,-37.5,1000
21:45:01.658,-6.2,3.81,-37.47,1000
21:45:01.658,-6.27,3.87,-37.37,1000
21:45:01.658,-6.32,3.71,-37.4,1000
21:45:01.662,-6.16,3.58,-37.67,1000
21:45:01.828,-6.14,3.57,-37.76,1000
21:45:01.828,-6.06,3.42,-37.86,1000
21:45:01.828,-5.99,3.35,-37.99,1000
21:45:01.907,-5.88,3.34,-38.07,1000
21:45:01.917,-5.47,3.04,-37.93,1000
21:45:02.088,-4.92,2.64,-38.29,1000
21:45:02.088,-5.03,2.84,-38.59,1000
21:45:02.088,-5.13,2.81,-38.59,1000
21:45:02.167,-4.95,2.53,-38.72,1000
21:45:02.246,-5.17,2.59,-38.97,1000
21:45:02.246,-5.39,2.59,-39.06,1000
21:45:02.325,-5.24,2.4,-39.09,1000
21:45:02.325,-5.24,2.44,-39.28,1000
21:45:02.482,-5.38,2.63,-39.29,1000
21:45:02.482,-5.35,2.43,-39.14,1000
21:45:02.482,-5.3,2.25,-39.35,1000
21:45:02.561,-5.46,2.56,-39.22,1000
21:45:02.649,-5.19,2.91,-39.45,1000
