Timestamp,Roll,Pitch,Yaw,Throttle
21:43:36.336,-11.95,9.38,-62.79,1160
21:43:36.948,-11.95,9.39,-63.08,1160
21:43:37.101,-11.95,9.39,-63.16,1160
21:43:37.254,-11.95,9.39,-63.23,1160
21:43:37.407,-11.96,9.4,-63.3,1160
21:43:37.757,-11.95,9.4,-63.42,1160
21:43:37.764,-11.95,9.4,-63.47,1160
21:43:38.103,-11.95,9.39,-63.6,1160
21:43:38.122,-11.95,9.39,-63.65,1160
21:43:38.275,-11.95,9.39,-63.72,1160
21:43:38.521,-11.95,9.39,-63.79,1160
21:43:38.529,-11.95,9.39,-63.83,1160
21:43:38.776,-11.95,9.39,-63.9,1160
21:43:38.784,-11.95,9.39,-63.95,1160
21:43:39.023,-11.95,9.39,-64.02,1160
21:43:39.039,-11.96,9.4,-64.07,1160
21:43:39.285,-11.96,9.4,-64.14,1160
21:43:39.294,-11.96,9.4,-64.19,1160
21:43:39.543,-11.95,9.4,-64.26,1160
21:43:39.549,-11.96,9.4,-64.31,1160
21:43:39.702,-11.96,9.4,-64.38,1160
21:43:39.958,-11.96,9.4,-64.46,1160
21:43:40.074,-11.96,9.4,-64.53,1160
21:43:40.189,-11.96,9.4,-64.58,1160
21:43:40.301,-11.96,9.4,-64.63,1160
21:43:41.589,-14.36,7.55,-59.6,1160
21:43:41.844,-12.6,-3.35,-63.22,1160
21:43:41.997,-12.96,-2.72,-63.66,1160
21:43:42.252,-14.72,-9.4,-66.44,1160
21:43:42.508,-13.84,1.2,-72.07,1160
21:43:42.660,-6.07,2.86,-72.73,1160
21:43:42.907,2.15,3.04,-74.28,1160
21:43:42.915,3.8,3.14,-73.11,1160
21:43:43.068,3.71,12.0,-69.39,1160
21:43:43.221,3.68,23.45,-63.1,1160
21:43:43.374,4.52,31.16,-59.26,1160
21:43:43.649,6.03,31.54,-59.21,1160
21:43:43.768,3.05,29.35,-61.96,1160
21:43:43.782,2.6,26.14,-64.52,1160
21:43:44.181,-3.75,10.99,-70.08,1160
21:43:44.192,-3.63,6.18,-71.13,1160
21:43:44.343,-1.59,-1.13,-72.95,1160
21:43:44.581,-2.49,0.05,-72.38,1160
21:43:44.600,-2.59,-1.32,-75.1,1160
21:43:44.754,-3.21,-0.85,-74.67,1160
21:43:45.015,-2.2,0.62,-75.02,1160
21:43:45.157,-2.46,0.47,-75.31,1160
21:43:45.389,-2.08,0.95,-75.56,1160
21:43:45.508,-1.96,1.25,-75.67,1160
21:43:45.516,-2.09,1.57,-75.53,1160
21:43:45.743,-1.95,1.4,-75.78,1160
21:43:45.853,-1.95,1.6,-75.59,1160
21:43:45.873,-1.8,1.16,-75.51,1160
21:43:46.026,-1.83,0.51,-75.86,1160
21:43:46.267,-1.76,0.17,-76.23,1160
21:43:46.282,-1.75,-1.0,-77.06,1160
21:43:46.537,-1.58,-3.67,-78.81,1160
21:43:46.800,-1.39,-5.48,-79.82,1160
21:43:47.301,-2.53,-2.13,-78.57,1160
21:43:47.556,-1.92,-2.17,-78.14,1160
21:43:48.169,-2.4,-1.79,-79.25,1160
21:43:48.321,-3.93,-3.34,-81.33,1160
21:43:48.831,-15.32,-2.09,-83.3,1160
21:43:48.984,-16.86,-1.74,-83.23,1160
21:43:49.137,-17.84,-1.96,-83.18,1160
21:43:49.289,-18.58,-2.16,-83.59,1160
21:43:49.790,-21.2,-2.18,-84.32,1160
21:43:49.800,-21.59,-2.63,-84.88,1160
21:43:50.053,-22.64,-2.59,-85.03,1160
21:43:50.303,-24.39,-3.29,-86.01,1160
21:43:50.317,-24.89,-3.45,-86.34,1160
21:43:50.465,-25.96,-3.47,-86.43,1160
21:43:50.872,-26.72,-4.09,-87.15,1160
21:43:51.104,-20.64,-3.89,-86.49,1160
21:43:51.228,-17.55,-3.67,-86.07,1160
21:43:51.576,-8.02,-2.66,-85.45,1160
21:43:51.585,-7.22,-2.52,-85.42,1160
21:43:51.738,-6.98,-2.59,-85.39,1160
21:43:51.990,-7.02,-2.12,-84.76,1160
21:43:52.248,-6.74,-1.87,-84.49,1160
21:43:52.554,-4.79,-2.39,-84.53,1160
21:43:52.707,-4.39,-2.46,-84.83,1160
21:43:52.860,-4.67,-2.15,-84.81,1160
21:43:53.015,-4.62,-2.01,-84.91,1160
21:43:53.239,-4.53,-1.93,-85.04,1160
21:43:55.206,22.09,1.49,-85.07,1160
21:43:55.665,21.15,1.54,-85.47,1160
21:43:56.125,11.41,0.31,-84.96,1160
21:43:56.378,5.13,0.54,-84.75,1160
21:43:56.839,-2.45,9.59,-83.87,1160
21:43:57.093,-5.69,14.18,-83.84,1160
21:43:57.348,-6.5,16.46,-83.73,1160
21:43:57.501,-7.37,17.34,-83.78,1160
21:43:57.737,-5.15,14.15,-85.89,1160
21:43:57.871,-4.08,12.92,-86.34,1160
21:43:58.097,-0.85,8.55,-87.29,1160
21:43:58.113,1.06,4.9,-88.49,1160
21:43:58.265,1.47,1.1,-89.49,1160
21:43:58.656,1.05,0.2,-89.63,1160
21:43:58.674,0.73,0.12,-90.03,1160
21:43:58.929,0.53,-0.16,-90.4,1160
21:43:59.161,-0.07,0.14,-90.79,1160
21:43:59.274,-0.03,0.32,-90.82,1160
21:43:59.287,0.05,0.66,-90.62,1160
21:43:59.522,0.04,0.37,-90.62,1160
21:43:59.541,0.06,0.26,-90.59,1160
21:43:59.693,0.63,0.22,-90.36,1160
21:43:59.846,0.26,0.07,-90.5,1160
21:44:00.086,-0.06,0.23,-90.58,1160
21:44:00.101,-0.16,0.3,-90.71,1160
21:44:00.380,-0.3,0.32,-90.73,1160
21:44:00.502,-0.46,0.26,-90.79,1160
21:44:00.510,-0.41,0.27,-90.77,1160
21:44:00.741,-0.41,0.13,-90.79,1160
21:44:00.853,-0.42,-0.07,-90.78,1160
21:44:02.651,-1.34,1.36,-91.87,1160
21:44:02.908,-1.58,1.04,-92.03,1160
21:44:03.161,-1.83,0.88,-93.08,1160
21:44:03.263,-1.92,1.01,-93.31,1160
21:44:03.421,-1.87,1.02,-93.29,1160
21:44:03.518,-1.87,0.9,-93.64,1160
21:44:03.683,-2.04,0.68,-93.67,1160
21:44:03.773,-1.95,0.63,-93.87,1160
21:44:03.934,-2.05,0.49,-93.86,1160
21:44:04.030,-1.78,0.19,-94.23,1160
21:44:04.191,-1.89,-0.11,-94.35,1160
21:44:04.283,-1.58,0.3,-94.09,1160
21:44:04.385,-1.49,0.79,-93.36,1160
21:44:04.544,-1.81,2.57,-91.86,1160
21:44:04.640,-2.52,7.62,-88.44,1160
21:44:04.742,-2.45,9.84,-87.14,1160
21:44:04.901,-1.74,13.99,-84.79,1160
21:44:04.997,-1.88,22.65,-80.7,1160
21:44:05.160,-2.44,26.55,-79.78,1160
21:44:05.242,-2.94,29.59,-79.95,1160
21:44:05.252,-3.03,30.8,-79.93,1160
21:44:05.354,-1.41,28.57,-80.05,1160
21:44:05.456,0.92,22.66,-82.65,1160
21:44:05.617,2.29,16.16,-85.91,1160
21:44:05.712,3.26,10.22,-88.64,1160
21:44:05.968,3.21,4.39,-90.82,1160
21:44:06.630,10.12,-10.35,-95.35,1160
21:44:06.884,16.62,-17.07,-95.47,1160
21:44:07.139,7.13,-4.54,-91.28,1160
21:44:07.298,3.13,0.72,-90.03,1160
21:44:07.396,0.58,3.92,-89.18,1160
21:44:07.496,0.63,2.84,-89.84,1160
21:44:07.657,0.62,2.39,-90.12,1160
21:44:07.751,0.5,2.72,-89.8,1160
21:44:07.913,0.56,2.69,-89.92,1160
21:44:08.006,0.33,2.84,-89.59,1160
21:44:08.170,0.26,2.39,-89.8,1160
21:44:08.261,0.3,2.04,-89.9,1160
21:44:08.363,0.15,2.18,-90.35,1160
21:44:08.526,0.17,2.07,-93.22,1160
21:44:08.618,0.62,1.08,-101.03,1160
21:44:08.778,0.79,0.38,-106.3,1160
21:44:08.873,1.01,0.59,-112.41,1160
21:44:08.975,0.09,0.45,-114.17,1160
21:44:09.135,0.38,0.04,-114.25,1160
21:44:09.215,-0.02,0.43,-111.37,1160
21:44:09.230,-0.3,0.95,-109.4,1160
21:44:09.389,-0.29,1.87,-103.18,1160
21:44:09.469,-0.71,3.03,-95.66,1160
21:44:09.485,-1.65,4.02,-92.26,1160
21:44:09.646,-2.69,4.13,-86.87,1160
21:44:09.727,-2.56,2.54,-82.07,1160
21:44:09.741,-3.11,2.83,-79.2,1160
21:44:09.900,-4.76,4.72,-72.36,1160
21:44:10.148,-4.65,4.2,-63.94,1160
21:44:10.812,-2.28,4.85,-52.58,1160
21:44:11.066,-3.71,4.63,-42.31,1160
21:44:11.227,-2.9,5.88,-36.99,1160
21:44:11.321,-3.7,8.27,-31.34,1160
21:44:11.482,-2.96,7.19,-30.15,1160
21:44:11.577,-2.15,7.91,-24.57,1160
21:44:11.738,-2.43,8.74,-22.0,1160
21:44:11.831,-2.47,8.53,-17.55,1160
21:44:11.992,-2.59,8.94,-14.16,1160
21:44:12.239,-1.24,9.32,-4.93,1160
21:44:12.341,-0.34,9.25,-4.19,1160
21:44:12.443,0.21,9.01,-4.97,1160
21:44:12.604,0.57,7.71,-6.52,1160
21:44:12.698,0.9,6.67,-8.18,1160
21:44:12.800,1.15,6.27,-8.82,1160
21:44:12.902,1.36,6.29,-8.91,1160
21:44:13.004,1.56,6.29,-8.69,1160
21:44:13.106,2.06,6.7,-7.11,1160
21:44:13.265,2.42,7.18,-5.33,1160
21:44:13.346,3.23,7.5,-1.67,1160
21:44:13.361,3.35,7.49,0.57,1160
21:44:13.522,4.23,6.81,3.72,1160
21:44:13.604,5.14,6.03,5.92,1160
21:44:13.616,5.39,6.5,7.44,1160
21:44:14.840,11.27,8.46,16.25,1160
21:44:15.095,12.35,5.79,3.43,1160
21:44:15.350,12.25,3.25,-9.36,1160
21:44:15.512,11.81,2.2,-12.79,1160
21:44:15.605,10.88,1.03,-16.39,1160
21:44:15.707,10.14,0.33,-19.07,1160
21:44:15.809,8.97,-1.34,-21.78,1160
21:44:15.971,8.51,-3.22,-27.78,1160
21:44:16.064,2.82,-6.64,-37.16,1160
21:44:16.226,0.43,-8.82,-40.44,1160
21:44:16.320,-3.2,-5.3,-44.03,1160
21:44:16.481,-3.79,1.72,-45.62,1160
21:44:16.576,-3.05,16.57,-48.77,1160
21:44:16.735,-0.15,25.95,-50.38,1160
21:44:16.830,4.08,39.12,-52.84,1160
21:44:16.991,7.82,40.54,-52.13,1160
21:44:17.072,11.3,31.32,-49.16,1160
21:44:17.084,10.84,23.55,-46.97,1160
21:44:17.242,5.44,5.91,-41.59,1160
21:44:17.333,-1.79,-7.81,-39.05,1160
21:44:17.342,-5.07,-13.57,-38.68,1160
21:44:17.504,-7.95,-20.94,-38.08,1160
21:44:17.583,-8.63,-26.82,-37.12,1160
21:44:17.594,-7.75,-28.54,-36.51,1160
21:44:17.696,-4.24,-23.38,-38.47,1160
21:44:18.182,-26.76,4.92,-45.39,1160
21:44:18.516,-36.4,8.64,-46.22,1160
21:44:18.768,4.47,9.76,-40.46,1160
21:44:19.023,14.75,13.14,-40.01,1160
21:44:19.277,-7.89,10.31,-40.05,1160
21:44:19.436,-8.21,8.57,-38.21,1160
21:44:19.598,-1.24,10.44,-38.66,1160
21:44:19.685,5.06,12.16,-37.98,1160
21:44:19.844,7.2,13.22,-37.43,1160
21:44:19.942,7.03,17.63,-36.85,1160
21:44:20.042,5.89,23.69,-38.76,1160
21:44:20.205,6.9,30.06,-41.13,1160
21:44:20.297,12.22,41.93,-48.24,1160
21:44:20.461,15.48,51.76,-55.19,1160
21:44:20.653,21.05,69.53,-76.28,1160
21:44:20.756,19.98,69.57,-80.82,1160
21:44:20.914,19.29,69.54,-85.16,1160
21:44:21.010,11.69,64.18,-84.46,1160
21:44:21.170,7.95,61.83,-83.46,1160
21:44:21.253,3.49,58.88,-81.74,1160
21:44:21.269,0.98,57.41,-80.53,1160
21:44:21.368,-2.55,56.42,-79.4,1160
21:44:21.528,-6.16,55.77,-78.73,1160
21:44:21.613,-8.67,55.32,-78.22,1160
21:44:21.622,-9.99,55.04,-78.27,1160
21:44:21.784,-11.93,54.81,-78.38,1160
21:44:21.868,-13.02,54.82,-78.32,1160
21:44:21.878,-13.16,54.95,-78.29,1160
21:44:21.980,-12.8,55.59,-77.99,1160
21:44:22.138,-12.11,56.1,-77.53,1160
